"Jahr";"Quartal";"AltK_13IRB-2-5-9-14-17-24-29-44-59-64-74-84-";"Geschlecht";"Staatsangehörigkeit-1 Deutsche / Ausländer";"Anzahl Einwohner"
"2012";"1. Quartal";"18 - 24 Jahre";"weiblich";"Ausländer";1618
"2012";"1. Quartal";"25 - 29 Jahre";"männlich";"Deutsche";23355
"2012";"1. Quartal";"25 - 29 Jahre";"männlich";"Ausländer";1973
"2012";"1. Quartal";"25 - 29 Jahre";"weiblich";"Deutsche";21436
"2012";"1. Quartal";"25 - 29 Jahre";"weiblich";"Ausländer";1876
"2012";"1. Quartal";"30 - 44 Jahre";"männlich";"Deutsche";53905
"2012";"1. Quartal";"30 - 44 Jahre";"männlich";"Ausländer";4080
"2012";"1. Quartal";"30 - 44 Jahre";"weiblich";"Deutsche";47137
"2012";"1. Quartal";"30 - 44 Jahre";"weiblich";"Ausländer";3654
"2012";"1. Quartal";"45 - 59 Jahre";"männlich";"Deutsche";47210
"2012";"1. Quartal";"45 - 59 Jahre";"männlich";"Ausländer";2057
"2012";"1. Quartal";"45 - 59 Jahre";"weiblich";"Deutsche";47629
"2012";"1. Quartal";"45 - 59 Jahre";"weiblich";"Ausländer";1331
"2012";"1. Quartal";"60 - 64 Jahre";"männlich";"Deutsche";12593
"2012";"1. Quartal";"60 - 64 Jahre";"männlich";"Ausländer";309
"2012";"1. Quartal";"60 - 64 Jahre";"weiblich";"Deutsche";14626
"2012";"1. Quartal";"60 - 64 Jahre";"weiblich";"Ausländer";228
"2012";"1. Quartal";"65 - 74 Jahre";"männlich";"Deutsche";27793
"2012";"1. Quartal";"65 - 74 Jahre";"männlich";"Ausländer";271
"2012";"1. Quartal";"65 - 74 Jahre";"weiblich";"Deutsche";33519
"2012";"1. Quartal";"65 - 74 Jahre";"weiblich";"Ausländer";284
"2012";"1. Quartal";"75 - 84 Jahre";"männlich";"Deutsche";16185
"2012";"1. Quartal";"75 - 84 Jahre";"männlich";"Ausländer";115
"2012";"1. Quartal";"75 - 84 Jahre";"weiblich";"Deutsche";22500
"2012";"1. Quartal";"75 - 84 Jahre";"weiblich";"Ausländer";122
"2012";"1. Quartal";"85 Jahre u.älter";"männlich";"Deutsche";3245
"2012";"1. Quartal";"85 Jahre u.älter";"männlich";"Ausländer";19
"2012";"1. Quartal";"85 Jahre u.älter";"weiblich";"Deutsche";10231
"2012";"1. Quartal";"85 Jahre u.älter";"weiblich";"Ausländer";45
"2012";"2. Quartal";"00 - 02 Jahre";"männlich";"Deutsche";8487
"2012";"2. Quartal";"00 - 02 Jahre";"männlich";"Ausländer";237
"2012";"2. Quartal";"00 - 02 Jahre";"weiblich";"Deutsche";8040
"2012";"2. Quartal";"00 - 02 Jahre";"weiblich";"Ausländer";208
"2012";"2. Quartal";"03 - 05 Jahre";"männlich";"Deutsche";7684
"2012";"2. Quartal";"03 - 05 Jahre";"männlich";"Ausländer";204
"2012";"2. Quartal";"03 - 05 Jahre";"weiblich";"Deutsche";7309
"2012";"2. Quartal";"03 - 05 Jahre";"weiblich";"Ausländer";247
"2012";"2. Quartal";"06 - 09 Jahre";"männlich";"Deutsche";8540
"2012";"2. Quartal";"06 - 09 Jahre";"männlich";"Ausländer";252
"2012";"2. Quartal";"06 - 09 Jahre";"weiblich";"Deutsche";8160
"2012";"2. Quartal";"06 - 09 Jahre";"weiblich";"Ausländer";243
"2012";"2. Quartal";"10 - 14 Jahre";"männlich";"Deutsche";9107
"2012";"2. Quartal";"10 - 14 Jahre";"männlich";"Ausländer";344
"2012";"2. Quartal";"10 - 14 Jahre";"weiblich";"Deutsche";8590
"2012";"2. Quartal";"10 - 14 Jahre";"weiblich";"Ausländer";272
"2012";"2. Quartal";"15 - 17 Jahre";"männlich";"Deutsche";3992
"2012";"2. Quartal";"15 - 17 Jahre";"männlich";"Ausländer";215
"2012";"2. Quartal";"15 - 17 Jahre";"weiblich";"Deutsche";3866
"2012";"2. Quartal";"15 - 17 Jahre";"weiblich";"Ausländer";205
"2012";"2. Quartal";"18 - 24 Jahre";"männlich";"Deutsche";23355
"2012";"2. Quartal";"18 - 24 Jahre";"männlich";"Ausländer";1668
"2012";"2. Quartal";"18 - 24 Jahre";"weiblich";"Deutsche";23057
"2012";"2. Quartal";"18 - 24 Jahre";"weiblich";"Ausländer";1635
"2012";"2. Quartal";"25 - 29 Jahre";"männlich";"Deutsche";23363
"2012";"2. Quartal";"25 - 29 Jahre";"männlich";"Ausländer";2042
"2012";"2. Quartal";"25 - 29 Jahre";"weiblich";"Deutsche";21623
"2012";"2. Quartal";"25 - 29 Jahre";"weiblich";"Ausländer";1901
"2012";"2. Quartal";"30 - 44 Jahre";"männlich";"Deutsche";54058
"2012";"2. Quartal";"30 - 44 Jahre";"männlich";"Ausländer";4142
"2012";"2. Quartal";"30 - 44 Jahre";"weiblich";"Deutsche";47283
"2012";"2. Quartal";"30 - 44 Jahre";"weiblich";"Ausländer";3722
"2012";"2. Quartal";"45 - 59 Jahre";"männlich";"Deutsche";47390
"2012";"2. Quartal";"45 - 59 Jahre";"männlich";"Ausländer";2084
"2012";"2. Quartal";"45 - 59 Jahre";"weiblich";"Deutsche";47581
"2012";"2. Quartal";"45 - 59 Jahre";"weiblich";"Ausländer";1335
"2012";"2. Quartal";"60 - 64 Jahre";"männlich";"Deutsche";12717
"2012";"2. Quartal";"60 - 64 Jahre";"männlich";"Ausländer";316
"2012";"2. Quartal";"60 - 64 Jahre";"weiblich";"Deutsche";14755
"2012";"2. Quartal";"60 - 64 Jahre";"weiblich";"Ausländer";248
"2012";"2. Quartal";"65 - 74 Jahre";"männlich";"Deutsche";27554
"2012";"2. Quartal";"65 - 74 Jahre";"männlich";"Ausländer";275
"2012";"2. Quartal";"65 - 74 Jahre";"weiblich";"Deutsche";33277
"2012";"2. Quartal";"65 - 74 Jahre";"weiblich";"Ausländer";280
"2012";"2. Quartal";"75 - 84 Jahre";"männlich";"Deutsche";16491
"2012";"2. Quartal";"75 - 84 Jahre";"männlich";"Ausländer";122
"2012";"2. Quartal";"75 - 84 Jahre";"weiblich";"Deutsche";22785
"2012";"2. Quartal";"75 - 84 Jahre";"weiblich";"Ausländer";127
"2012";"2. Quartal";"85 Jahre u.älter";"männlich";"Deutsche";3337
"2012";"2. Quartal";"85 Jahre u.älter";"männlich";"Ausländer";19
"2012";"2. Quartal";"85 Jahre u.älter";"weiblich";"Deutsche";10236
"2012";"2. Quartal";"85 Jahre u.älter";"weiblich";"Ausländer";45
"2012";"3. Quartal";"00 - 02 Jahre";"männlich";"Deutsche";8445
"2012";"3. Quartal";"00 - 02 Jahre";"männlich";"Ausländer";255
"2012";"3. Quartal";"00 - 02 Jahre";"weiblich";"Deutsche";8133
"2012";"3. Quartal";"00 - 02 Jahre";"weiblich";"Ausländer";210
"2012";"3. Quartal";"03 - 05 Jahre";"männlich";"Deutsche";7800
"2012";"3. Quartal";"03 - 05 Jahre";"männlich";"Ausländer";207
"2012";"3. Quartal";"03 - 05 Jahre";"weiblich";"Deutsche";7344
"2012";"3. Quartal";"03 - 05 Jahre";"weiblich";"Ausländer";236
"2012";"3. Quartal";"06 - 09 Jahre";"männlich";"Deutsche";8620
"2012";"3. Quartal";"06 - 09 Jahre";"männlich";"Ausländer";264
"2012";"3. Quartal";"06 - 09 Jahre";"weiblich";"Deutsche";8273
"2012";"3. Quartal";"06 - 09 Jahre";"weiblich";"Ausländer";245
"2012";"3. Quartal";"10 - 14 Jahre";"männlich";"Deutsche";9238
"2012";"3. Quartal";"10 - 14 Jahre";"männlich";"Ausländer";348
"2012";"3. Quartal";"10 - 14 Jahre";"weiblich";"Deutsche";8699
"2012";"3. Quartal";"10 - 14 Jahre";"weiblich";"Ausländer";288
"2012";"3. Quartal";"15 - 17 Jahre";"männlich";"Deutsche";4137
"2012";"3. Quartal";"15 - 17 Jahre";"männlich";"Ausländer";228
"2012";"3. Quartal";"15 - 17 Jahre";"weiblich";"Deutsche";4068
"2012";"3. Quartal";"15 - 17 Jahre";"weiblich";"Ausländer";208
"2012";"3. Quartal";"18 - 24 Jahre";"männlich";"Deutsche";23113
"2012";"3. Quartal";"18 - 24 Jahre";"männlich";"Ausländer";1671
"2012";"3. Quartal";"18 - 24 Jahre";"weiblich";"Deutsche";22765
"2012";"3. Quartal";"18 - 24 Jahre";"weiblich";"Ausländer";1648
"2012";"3. Quartal";"25 - 29 Jahre";"männlich";"Deutsche";23400
"2012";"3. Quartal";"25 - 29 Jahre";"männlich";"Ausländer";2113
"2012";"3. Quartal";"25 - 29 Jahre";"weiblich";"Deutsche";21687
"2012";"3. Quartal";"25 - 29 Jahre";"weiblich";"Ausländer";1931
"2012";"3. Quartal";"30 - 44 Jahre";"männlich";"Deutsche";54297
"2012";"3. Quartal";"30 - 44 Jahre";"männlich";"Ausländer";4209
"2012";"3. Quartal";"30 - 44 Jahre";"weiblich";"Deutsche";47604
"2012";"3. Quartal";"30 - 44 Jahre";"weiblich";"Ausländer";3802
"2012";"3. Quartal";"45 - 59 Jahre";"männlich";"Deutsche";47474
"2012";"3. Quartal";"45 - 59 Jahre";"männlich";"Ausländer";2137
"2012";"3. Quartal";"45 - 59 Jahre";"weiblich";"Deutsche";47496
"2012";"3. Quartal";"45 - 59 Jahre";"weiblich";"Ausländer";1373
"2012";"3. Quartal";"60 - 64 Jahre";"männlich";"Deutsche";12811
"2012";"3. Quartal";"60 - 64 Jahre";"männlich";"Ausländer";324
"2012";"3. Quartal";"60 - 64 Jahre";"weiblich";"Deutsche";14901
"2012";"3. Quartal";"60 - 64 Jahre";"weiblich";"Ausländer";255
"2012";"3. Quartal";"65 - 74 Jahre";"männlich";"Deutsche";27377
"2012";"3. Quartal";"65 - 74 Jahre";"männlich";"Ausländer";283
"2012";"3. Quartal";"65 - 74 Jahre";"weiblich";"Deutsche";33112
"2012";"3. Quartal";"65 - 74 Jahre";"weiblich";"Ausländer";288
"2012";"3. Quartal";"75 - 84 Jahre";"männlich";"Deutsche";16796
"2012";"3. Quartal";"75 - 84 Jahre";"männlich";"Ausländer";123
"2012";"3. Quartal";"75 - 84 Jahre";"weiblich";"Deutsche";22983
"2012";"3. Quartal";"75 - 84 Jahre";"weiblich";"Ausländer";132
"2012";"3. Quartal";"85 Jahre u.älter";"männlich";"Deutsche";3408
"2012";"3. Quartal";"85 Jahre u.älter";"männlich";"Ausländer";19
"2012";"3. Quartal";"85 Jahre u.älter";"weiblich";"Deutsche";10277
"2012";"3. Quartal";"85 Jahre u.älter";"weiblich";"Ausländer";45
"2012";"4. Quartal";"00 - 02 Jahre";"männlich";"Deutsche";8512
"2012";"4. Quartal";"00 - 02 Jahre";"männlich";"Ausländer";266
"2012";"4. Quartal";"00 - 02 Jahre";"weiblich";"Deutsche";8166
"2012";"4. Quartal";"00 - 02 Jahre";"weiblich";"Ausländer";229
"2012";"4. Quartal";"03 - 05 Jahre";"männlich";"Deutsche";7867
"2012";"4. Quartal";"03 - 05 Jahre";"männlich";"Ausländer";215
"2012";"4. Quartal";"03 - 05 Jahre";"weiblich";"Deutsche";7425
"2012";"4. Quartal";"03 - 05 Jahre";"weiblich";"Ausländer";240
"2012";"4. Quartal";"06 - 09 Jahre";"männlich";"Deutsche";8722
"2012";"4. Quartal";"06 - 09 Jahre";"männlich";"Ausländer";264
"2012";"4. Quartal";"06 - 09 Jahre";"weiblich";"Deutsche";8331
"2012";"4. Quartal";"06 - 09 Jahre";"weiblich";"Ausländer";255
"2012";"4. Quartal";"10 - 14 Jahre";"männlich";"Deutsche";9264
"2012";"4. Quartal";"10 - 14 Jahre";"männlich";"Ausländer";351
"2012";"4. Quartal";"10 - 14 Jahre";"weiblich";"Deutsche";8781
"2012";"4. Quartal";"10 - 14 Jahre";"weiblich";"Ausländer";294
"2012";"4. Quartal";"15 - 17 Jahre";"männlich";"Deutsche";4262
"2012";"4. Quartal";"15 - 17 Jahre";"männlich";"Ausländer";231
"2012";"4. Quartal";"15 - 17 Jahre";"weiblich";"Deutsche";4168
"2012";"4. Quartal";"15 - 17 Jahre";"weiblich";"Ausländer";207
"2012";"4. Quartal";"18 - 24 Jahre";"männlich";"Deutsche";23730
"2012";"4. Quartal";"18 - 24 Jahre";"männlich";"Ausländer";1953
"2012";"4. Quartal";"18 - 24 Jahre";"weiblich";"Deutsche";23010
"2012";"4. Quartal";"18 - 24 Jahre";"weiblich";"Ausländer";1906
"2012";"4. Quartal";"25 - 29 Jahre";"männlich";"Deutsche";23594
"2012";"4. Quartal";"25 - 29 Jahre";"männlich";"Ausländer";2161
"2012";"4. Quartal";"25 - 29 Jahre";"weiblich";"Deutsche";21835
"2012";"4. Quartal";"25 - 29 Jahre";"weiblich";"Ausländer";1931
"2012";"4. Quartal";"30 - 44 Jahre";"männlich";"Deutsche";54541
"2012";"4. Quartal";"30 - 44 Jahre";"männlich";"Ausländer";4286
"2012";"4. Quartal";"30 - 44 Jahre";"weiblich";"Deutsche";47775
"2012";"4. Quartal";"30 - 44 Jahre";"weiblich";"Ausländer";3864
"2012";"4. Quartal";"45 - 59 Jahre";"männlich";"Deutsche";47577
"2012";"4. Quartal";"45 - 59 Jahre";"männlich";"Ausländer";2176
"2012";"4. Quartal";"45 - 59 Jahre";"weiblich";"Deutsche";47482
"2012";"4. Quartal";"45 - 59 Jahre";"weiblich";"Ausländer";1412
"2012";"4. Quartal";"60 - 64 Jahre";"männlich";"Deutsche";12920
"2012";"4. Quartal";"60 - 64 Jahre";"männlich";"Ausländer";324
"2012";"4. Quartal";"60 - 64 Jahre";"weiblich";"Deutsche";15049
"2012";"4. Quartal";"60 - 64 Jahre";"weiblich";"Ausländer";247
"2012";"4. Quartal";"65 - 74 Jahre";"männlich";"Deutsche";27099
"2012";"4. Quartal";"65 - 74 Jahre";"männlich";"Ausländer";285
"2012";"4. Quartal";"65 - 74 Jahre";"weiblich";"Deutsche";32828
"2012";"4. Quartal";"65 - 74 Jahre";"weiblich";"Ausländer";297
"2012";"4. Quartal";"75 - 84 Jahre";"männlich";"Deutsche";17024
"2012";"4. Quartal";"75 - 84 Jahre";"männlich";"Ausländer";123
"2012";"4. Quartal";"75 - 84 Jahre";"weiblich";"Deutsche";23234
"2012";"4. Quartal";"75 - 84 Jahre";"weiblich";"Ausländer";139
"2012";"4. Quartal";"85 Jahre u.älter";"männlich";"Deutsche";3472
"2012";"4. Quartal";"85 Jahre u.älter";"männlich";"Ausländer";21
"2012";"4. Quartal";"85 Jahre u.älter";"weiblich";"Deutsche";10331
"2012";"4. Quartal";"85 Jahre u.älter";"weiblich";"Ausländer";46
"2013";"1. Quartal";"00 - 02 Jahre";"männlich";"Deutsche";8617
"2013";"1. Quartal";"00 - 02 Jahre";"männlich";"Ausländer";270
"2013";"1. Quartal";"00 - 02 Jahre";"weiblich";"Deutsche";8182
"2013";"1. Quartal";"00 - 02 Jahre";"weiblich";"Ausländer";216
"2013";"1. Quartal";"03 - 05 Jahre";"männlich";"Deutsche";7885
"2013";"1. Quartal";"03 - 05 Jahre";"männlich";"Ausländer";219
"2013";"1. Quartal";"03 - 05 Jahre";"weiblich";"Deutsche";7502
"2013";"1. Quartal";"03 - 05 Jahre";"weiblich";"Ausländer";244
"2013";"1. Quartal";"06 - 09 Jahre";"männlich";"Deutsche";8805
"2013";"1. Quartal";"06 - 09 Jahre";"männlich";"Ausländer";274
"2013";"1. Quartal";"06 - 09 Jahre";"weiblich";"Deutsche";8420
"2013";"1. Quartal";"06 - 09 Jahre";"weiblich";"Ausländer";248
"2013";"1. Quartal";"10 - 14 Jahre";"männlich";"Deutsche";9373
"2013";"1. Quartal";"10 - 14 Jahre";"männlich";"Ausländer";353
"2013";"1. Quartal";"10 - 14 Jahre";"weiblich";"Deutsche";8831
"2013";"1. Quartal";"10 - 14 Jahre";"weiblich";"Ausländer";305
"2013";"1. Quartal";"15 - 17 Jahre";"männlich";"Deutsche";4353
"2013";"1. Quartal";"15 - 17 Jahre";"männlich";"Ausländer";220
"2013";"1. Quartal";"15 - 17 Jahre";"weiblich";"Deutsche";4254
"2013";"1. Quartal";"15 - 17 Jahre";"weiblich";"Ausländer";204
"2013";"1. Quartal";"18 - 24 Jahre";"männlich";"Deutsche";23020
"2013";"1. Quartal";"18 - 24 Jahre";"männlich";"Ausländer";1920
"2013";"1. Quartal";"18 - 24 Jahre";"weiblich";"Deutsche";22224
"2013";"1. Quartal";"18 - 24 Jahre";"weiblich";"Ausländer";1804
"2013";"1. Quartal";"25 - 29 Jahre";"männlich";"Deutsche";23677
"2013";"1. Quartal";"25 - 29 Jahre";"männlich";"Ausländer";2142
"2013";"1. Quartal";"25 - 29 Jahre";"weiblich";"Deutsche";22025
"2013";"1. Quartal";"25 - 29 Jahre";"weiblich";"Ausländer";1980
"2013";"1. Quartal";"30 - 44 Jahre";"männlich";"Deutsche";54734
"2013";"1. Quartal";"30 - 44 Jahre";"männlich";"Ausländer";4302
"2013";"1. Quartal";"30 - 44 Jahre";"weiblich";"Deutsche";47954
"2013";"1. Quartal";"30 - 44 Jahre";"weiblich";"Ausländer";3871
"2013";"1. Quartal";"45 - 59 Jahre";"männlich";"Deutsche";47706
"2013";"1. Quartal";"45 - 59 Jahre";"männlich";"Ausländer";2167
"2013";"1. Quartal";"45 - 59 Jahre";"weiblich";"Deutsche";47460
"2013";"1. Quartal";"45 - 59 Jahre";"weiblich";"Ausländer";1448
"2013";"1. Quartal";"60 - 64 Jahre";"männlich";"Deutsche";13098
"2013";"1. Quartal";"60 - 64 Jahre";"männlich";"Ausländer";314
"2013";"1. Quartal";"60 - 64 Jahre";"weiblich";"Deutsche";15301
"2013";"1. Quartal";"60 - 64 Jahre";"weiblich";"Ausländer";240
"2013";"1. Quartal";"65 - 74 Jahre";"männlich";"Deutsche";26773
"2013";"1. Quartal";"65 - 74 Jahre";"männlich";"Ausländer";288
"2013";"1. Quartal";"65 - 74 Jahre";"weiblich";"Deutsche";32500
"2013";"1. Quartal";"65 - 74 Jahre";"weiblich";"Ausländer";306
"2013";"1. Quartal";"75 - 84 Jahre";"männlich";"Deutsche";17249
"2013";"1. Quartal";"75 - 84 Jahre";"männlich";"Ausländer";128
"2013";"1. Quartal";"75 - 84 Jahre";"weiblich";"Deutsche";23388
"2013";"1. Quartal";"75 - 84 Jahre";"weiblich";"Ausländer";145
"2013";"1. Quartal";"85 Jahre u.älter";"männlich";"Deutsche";3517
"2013";"1. Quartal";"85 Jahre u.älter";"männlich";"Ausländer";21
"2013";"1. Quartal";"85 Jahre u.älter";"weiblich";"Deutsche";10306
"2013";"1. Quartal";"85 Jahre u.älter";"weiblich";"Ausländer";44
"2013";"2. Quartal";"00 - 02 Jahre";"männlich";"Deutsche";8669
"2013";"2. Quartal";"00 - 02 Jahre";"männlich";"Ausländer";276
"2013";"2. Quartal";"00 - 02 Jahre";"weiblich";"Deutsche";8137
"2013";"2. Quartal";"00 - 02 Jahre";"weiblich";"Ausländer";226
"2013";"2. Quartal";"03 - 05 Jahre";"männlich";"Deutsche";7931
"2013";"2. Quartal";"03 - 05 Jahre";"männlich";"Ausländer";229
"2013";"2. Quartal";"03 - 05 Jahre";"weiblich";"Deutsche";7591
"2013";"2. Quartal";"03 - 05 Jahre";"weiblich";"Ausländer";251
"2013";"2. Quartal";"06 - 09 Jahre";"männlich";"Deutsche";8933
"2013";"2. Quartal";"06 - 09 Jahre";"männlich";"Ausländer";280
"2013";"2. Quartal";"06 - 09 Jahre";"weiblich";"Deutsche";8459
"2013";"2. Quartal";"06 - 09 Jahre";"weiblich";"Ausländer";262
"2013";"2. Quartal";"10 - 14 Jahre";"männlich";"Deutsche";9421
"2013";"2. Quartal";"10 - 14 Jahre";"männlich";"Ausländer";356
"2013";"2. Quartal";"10 - 14 Jahre";"weiblich";"Deutsche";8967
"2013";"2. Quartal";"10 - 14 Jahre";"weiblich";"Ausländer";308
"2013";"2. Quartal";"15 - 17 Jahre";"männlich";"Deutsche";4470
"2013";"2. Quartal";"15 - 17 Jahre";"männlich";"Ausländer";224
"2013";"2. Quartal";"15 - 17 Jahre";"weiblich";"Deutsche";4299
"2013";"2. Quartal";"15 - 17 Jahre";"weiblich";"Ausländer";200
"2013";"2. Quartal";"18 - 24 Jahre";"männlich";"Deutsche";22250
"2013";"2. Quartal";"18 - 24 Jahre";"männlich";"Ausländer";1864
"2013";"2. Quartal";"18 - 24 Jahre";"weiblich";"Deutsche";21550
"2013";"2. Quartal";"18 - 24 Jahre";"weiblich";"Ausländer";1786
"2013";"2. Quartal";"25 - 29 Jahre";"männlich";"Deutsche";23832
"2013";"2. Quartal";"25 - 29 Jahre";"männlich";"Ausländer";2117
"2013";"2. Quartal";"25 - 29 Jahre";"weiblich";"Deutsche";21969
"2013";"2. Quartal";"25 - 29 Jahre";"weiblich";"Ausländer";2000
"2013";"2. Quartal";"30 - 44 Jahre";"männlich";"Deutsche";54908
"2013";"2. Quartal";"30 - 44 Jahre";"männlich";"Ausländer";4330
"2013";"2. Quartal";"30 - 44 Jahre";"weiblich";"Deutsche";48087
"2013";"2. Quartal";"30 - 44 Jahre";"weiblich";"Ausländer";3957
"2013";"2. Quartal";"45 - 59 Jahre";"männlich";"Deutsche";47846
"2013";"2. Quartal";"45 - 59 Jahre";"männlich";"Ausländer";2186
"2013";"2. Quartal";"45 - 59 Jahre";"weiblich";"Deutsche";47452
"2013";"2. Quartal";"45 - 59 Jahre";"weiblich";"Ausländer";1467
"2013";"2. Quartal";"60 - 64 Jahre";"männlich";"Deutsche";13332
"2013";"2. Quartal";"60 - 64 Jahre";"männlich";"Ausländer";316
"2013";"2. Quartal";"60 - 64 Jahre";"weiblich";"Deutsche";15560
"2013";"2. Quartal";"60 - 64 Jahre";"weiblich";"Ausländer";247
"2013";"2. Quartal";"65 - 74 Jahre";"männlich";"Deutsche";26408
"2013";"2. Quartal";"65 - 74 Jahre";"männlich";"Ausländer";290
"2013";"2. Quartal";"65 - 74 Jahre";"weiblich";"Deutsche";32076
"2013";"2. Quartal";"65 - 74 Jahre";"weiblich";"Ausländer";310
"2013";"2. Quartal";"75 - 84 Jahre";"männlich";"Deutsche";17509
"2013";"2. Quartal";"75 - 84 Jahre";"männlich";"Ausländer";136
"2013";"2. Quartal";"75 - 84 Jahre";"weiblich";"Deutsche";23647
"2013";"2. Quartal";"75 - 84 Jahre";"weiblich";"Ausländer";149
"2013";"2. Quartal";"85 Jahre u.älter";"männlich";"Deutsche";3592
"2013";"2. Quartal";"85 Jahre u.älter";"männlich";"Ausländer";23
"2013";"2. Quartal";"85 Jahre u.älter";"weiblich";"Deutsche";10381
"2013";"2. Quartal";"85 Jahre u.älter";"weiblich";"Ausländer";45
"2013";"3. Quartal";"00 - 02 Jahre";"männlich";"Deutsche";8697
"2013";"3. Quartal";"00 - 02 Jahre";"männlich";"Ausländer";275
"2013";"3. Quartal";"00 - 02 Jahre";"weiblich";"Deutsche";8202
"2013";"3. Quartal";"00 - 02 Jahre";"weiblich";"Ausländer";229
"2013";"3. Quartal";"03 - 05 Jahre";"männlich";"Deutsche";7954
"2013";"3. Quartal";"03 - 05 Jahre";"männlich";"Ausländer";230
"2013";"3. Quartal";"03 - 05 Jahre";"weiblich";"Deutsche";7609
"2013";"3. Quartal";"03 - 05 Jahre";"weiblich";"Ausländer";248
"2013";"3. Quartal";"06 - 09 Jahre";"männlich";"Deutsche";9057
"2013";"3. Quartal";"06 - 09 Jahre";"männlich";"Ausländer";270
"2013";"3. Quartal";"06 - 09 Jahre";"weiblich";"Deutsche";8619
"2013";"3. Quartal";"06 - 09 Jahre";"weiblich";"Ausländer";272
"2013";"3. Quartal";"10 - 14 Jahre";"männlich";"Deutsche";9546
"2013";"3. Quartal";"10 - 14 Jahre";"männlich";"Ausländer";349
"2013";"3. Quartal";"10 - 14 Jahre";"weiblich";"Deutsche";9026
"2013";"3. Quartal";"10 - 14 Jahre";"weiblich";"Ausländer";313
"2013";"3. Quartal";"15 - 17 Jahre";"männlich";"Deutsche";4641
"2013";"3. Quartal";"15 - 17 Jahre";"männlich";"Ausländer";243
"2013";"3. Quartal";"15 - 17 Jahre";"weiblich";"Deutsche";4501
"2013";"3. Quartal";"15 - 17 Jahre";"weiblich";"Ausländer";210
"2013";"3. Quartal";"18 - 24 Jahre";"männlich";"Deutsche";21718
"2013";"3. Quartal";"18 - 24 Jahre";"männlich";"Ausländer";1875
"2013";"3. Quartal";"18 - 24 Jahre";"weiblich";"Deutsche";21174
"2013";"3. Quartal";"18 - 24 Jahre";"weiblich";"Ausländer";1760
"2013";"3. Quartal";"25 - 29 Jahre";"männlich";"Deutsche";23960
"2013";"3. Quartal";"25 - 29 Jahre";"männlich";"Ausländer";2176
"2013";"3. Quartal";"25 - 29 Jahre";"weiblich";"Deutsche";21963
"2013";"3. Quartal";"25 - 29 Jahre";"weiblich";"Ausländer";2021
"2013";"3. Quartal";"30 - 44 Jahre";"männlich";"Deutsche";55082
"2013";"3. Quartal";"30 - 44 Jahre";"männlich";"Ausländer";4356
"2013";"3. Quartal";"30 - 44 Jahre";"weiblich";"Deutsche";48361
"2013";"3. Quartal";"30 - 44 Jahre";"weiblich";"Ausländer";4034
"2013";"3. Quartal";"45 - 59 Jahre";"männlich";"Deutsche";48039
"2013";"3. Quartal";"45 - 59 Jahre";"männlich";"Ausländer";2245
"2013";"3. Quartal";"45 - 59 Jahre";"weiblich";"Deutsche";47335
"2013";"3. Quartal";"45 - 59 Jahre";"weiblich";"Ausländer";1505
"2013";"3. Quartal";"60 - 64 Jahre";"männlich";"Deutsche";13414
"2013";"3. Quartal";"60 - 64 Jahre";"männlich";"Ausländer";322
"2013";"3. Quartal";"60 - 64 Jahre";"weiblich";"Deutsche";15796
"2013";"3. Quartal";"60 - 64 Jahre";"weiblich";"Ausländer";252
"2013";"3. Quartal";"65 - 74 Jahre";"männlich";"Deutsche";26207
"2013";"3. Quartal";"65 - 74 Jahre";"männlich";"Ausländer";297
"2013";"3. Quartal";"65 - 74 Jahre";"weiblich";"Deutsche";31773
"2013";"3. Quartal";"65 - 74 Jahre";"weiblich";"Ausländer";313
"2013";"3. Quartal";"75 - 84 Jahre";"männlich";"Deutsche";17803
"2013";"3. Quartal";"75 - 84 Jahre";"männlich";"Ausländer";137
"2013";"3. Quartal";"75 - 84 Jahre";"weiblich";"Deutsche";23958
"2013";"3. Quartal";"75 - 84 Jahre";"weiblich";"Ausländer";151
"2013";"3. Quartal";"85 Jahre u.älter";"männlich";"Deutsche";3667
"2013";"3. Quartal";"85 Jahre u.älter";"männlich";"Ausländer";23
"2013";"3. Quartal";"85 Jahre u.älter";"weiblich";"Deutsche";10456
"2013";"3. Quartal";"85 Jahre u.älter";"weiblich";"Ausländer";45
"2013";"4. Quartal";"00 - 02 Jahre";"männlich";"Deutsche";8687
"2013";"4. Quartal";"00 - 02 Jahre";"männlich";"Ausländer";272
"2013";"4. Quartal";"00 - 02 Jahre";"weiblich";"Deutsche";8209
"2013";"4. Quartal";"00 - 02 Jahre";"weiblich";"Ausländer";248
"2013";"4. Quartal";"03 - 05 Jahre";"männlich";"Deutsche";7985
"2013";"4. Quartal";"03 - 05 Jahre";"männlich";"Ausländer";254
"2013";"4. Quartal";"03 - 05 Jahre";"weiblich";"Deutsche";7689
"2013";"4. Quartal";"03 - 05 Jahre";"weiblich";"Ausländer";264
"2013";"4. Quartal";"06 - 09 Jahre";"männlich";"Deutsche";9174
"2013";"4. Quartal";"06 - 09 Jahre";"männlich";"Ausländer";281
"2013";"4. Quartal";"06 - 09 Jahre";"weiblich";"Deutsche";8651
"2013";"4. Quartal";"06 - 09 Jahre";"weiblich";"Ausländer";293
"2013";"4. Quartal";"10 - 14 Jahre";"männlich";"Deutsche";9630
"2013";"4. Quartal";"10 - 14 Jahre";"männlich";"Ausländer";385
